ts,side,symbol,score,real_top30_rank,ret_fwd_4h,max_drawdown_4h,is_hit_top30
2026-03-05 00:00:00+00:00,long,BARDUSDT,2.250314262239519,3,0.07357290742383915,-0.025510204081632626,1
2026-03-05 00:00:00+00:00,long,AIOTUSDT,1.9938278417317414,-,-0.08448800270361612,-0.1020615072659683,0
2026-03-05 00:00:00+00:00,long,HUMAUSDT,1.6110621477405762,-,-0.02245652471587012,-0.034164042174448794,0
2026-03-05 00:00:00+00:00,long,KITEUSDT,1.5895155547265754,-,0.007342391763017986,-0.005907671533462722,0
2026-03-05 00:00:00+00:00,long,HOLOUSDT,1.4963302192923185,-,0.0034777110338286565,-0.016914321846348335,0
2026-03-05 00:00:00+00:00,short,KGENUSDT,-0.23076430725236421,-,-0.009334889148191472,-0.01650892432689388,0
2026-03-05 00:00:00+00:00,short,COTIUSDT,-0.27309093549413493,-,-0.010736196319018343,-0.014570552147239235,0
2026-03-05 00:00:00+00:00,short,IOTXUSDT,-0.30329794658215037,-,0.028880866425992746,-0.041516245487364545,0
2026-03-05 04:00:00+00:00,long,BARDUSDT,2.1326808097768657,-,0.008402782560782418,-0.03023624216543841,0
2026-03-05 04:00:00+00:00,long,HUSDT,1.72338889685879,-,-0.015396734460039974,-0.036522486393583464,0
2026-03-05 04:00:00+00:00,long,SIRENUSDT,1.6210676428081798,1,0.3400876514565607,-0.0017788089713844935,1
2026-03-05 04:00:00+00:00,long,SIGNUSDT,1.6080425467197126,-,-0.010749385749385665,-0.04729729729729726,0
2026-03-05 04:00:00+00:00,long,AGLDUSDT,1.5709447658307831,10,0.07715008431703207,-0.01180438448566612,1
2026-03-05 04:00:00+00:00,short,IOTXUSDT,-0.29299817786259685,12,-0.038596491228070295,-0.01754385964912264,1
2026-03-05 08:00:00+00:00,long,SIRENUSDT,2.348472210969886,-,-0.07229425570389736,-0.09103151090762185,0
2026-03-05 08:00:00+00:00,long,ORCAUSDT,2.2830405060353955,-,-0.00382043935052534,-0.013371537726838634,0
2026-03-05 08:00:00+00:00,long,HUMAUSDT,2.1590797668503847,2,0.19406218144750254,-0.006880733944954254,1
2026-03-05 08:00:00+00:00,long,DAMUSDT,2.1479579666404307,17,0.03644444444444428,-0.026370370370370377,1
2026-03-05 08:00:00+00:00,long,AGLDUSDT,2.093044796238604,-,0.004305283757338518,-0.025831702544031332,0
2026-03-05 08:00:00+00:00,short,CYSUSDT,2.882996050137828,1,-0.17381054436348053,-0.031933133304757666,1
2026-03-05 08:00:00+00:00,short,CHILLGUYUSDT,1.3530111800009652,7,-0.06523605150214595,-0.0051502145922746045,1
2026-03-05 08:00:00+00:00,short,BLESSUSDT,0.7817275425805497,-,-0.023685730791449977,-0.02021952628538415,0
2026-03-05 12:00:00+00:00,long,HUMAUSDT,2.26026188203545,-,-0.052982605911855774,-0.11108739728951023,0
2026-03-05 12:00:00+00:00,long,JCTUSDT,2.0014082578358834,-,-0.0028604118993135197,-0.04233409610983985,0
2026-03-05 12:00:00+00:00,long,DAMUSDT,1.9367806273850179,-,0.012292738707833095,-0.013436249285305846,0
2026-03-05 12:00:00+00:00,long,AKEUSDT,1.921043173639008,-,-0.05654761904761896,-0.08895502645502651,0
2026-03-05 12:00:00+00:00,long,GWEIUSDT,1.911042053924576,-,-0.0030839806480212895,-0.02835334708274695,0
2026-03-05 12:00:00+00:00,short,BUSDT,0.22051414547548584,5,-0.061950606948514064,-0.0020929259104227604,1
2026-03-05 16:00:00+00:00,long,HUSDT,2.2807504917525945,1,0.09629539509702534,-0.021290832775716306,1
2026-03-05 16:00:00+00:00,long,BARDUSDT,2.2451656107582285,-,-0.00373044524669075,-0.04530685920577615,0
2026-03-05 16:00:00+00:00,long,KITEUSDT,1.6375233181959716,-,-0.00451697508378246,-0.02061780562436255,0
2026-03-05 16:00:00+00:00,long,DAMUSDT,1.6052677670429463,-,-0.009319401299067942,-0.013837898898616086,0
2026-03-05 16:00:00+00:00,long,FHEUSDT,1.537326689453839,-,-0.03881140084899948,-0.05427531837477273,0
2026-03-05 16:00:00+00:00,short,BARDUSDT,0.09162195609893087,-,-0.00373044524669075,-0.02196149217809862,0
2026-03-05 20:00:00+00:00,long,HUSDT,2.2157170429226296,20,0.05648651647985803,-0.03146154699811332,1
2026-03-05 20:00:00+00:00,long,AGLDUSDT,1.949310761612924,-,0.004889056036103678,-0.04813839789394525,0
2026-03-05 20:00:00+00:00,long,BARDUSDT,1.7034884672211448,-,-0.0965092402464065,-0.12332407295567094,0
2026-03-05 20:00:00+00:00,long,MAGICUSDT,1.556920256499664,-,0.007416563658837916,-0.007725587144623014,0
2026-03-05 20:00:00+00:00,long,DAMUSDT,1.512806045704244,-,-0.0002850627137971351,-0.009407069555302128,0
2026-03-05 20:00:00+00:00,short,CROSSUSDT,2.4024965095757937,-,0.009866182807892976,-0.03141301882513048,0
2026-03-06 00:00:00+00:00,long,SIGNUSDT,2.260881504509773,-,0.022101841820151735,-0.011700975081256781,0
2026-03-06 00:00:00+00:00,long,ANKRUSDT,2.251561374419425,-,-0.004596740493104989,-0.02799832845800254,0
2026-03-06 00:00:00+00:00,long,UAIUSDT,1.8251802266625163,1,0.208699289000418,-0.0644081974069427,1
2026-03-06 00:00:00+00:00,long,FHEUSDT,1.161813223043298,-,-0.03186605455036462,-0.08101539292465576,0
2026-03-06 00:00:00+00:00,long,PLUMEUSDT,1.1295847132790569,7,0.058768656716417844,-0.01585820895522383,1
2026-03-06 00:00:00+00:00,short,PIXELUSDT,0.2321236453534298,8,-0.04929208180388045,-0.01782905086523323,1
2026-03-06 04:00:00+00:00,long,UAIUSDT,2.25704688865231,12,0.03356401384083063,-0.031141868512110538,1
2026-03-06 04:00:00+00:00,long,SIGNUSDT,1.8503637590358788,6,0.05723977104091582,-0.012931948272206895,1
2026-03-06 04:00:00+00:00,long,ANKRUSDT,1.6535777347756937,-,-0.06297229219143574,-0.06528127623845503,0
2026-03-06 04:00:00+00:00,long,AGLDUSDT,1.5792489252267017,-,-0.08825459317585316,-0.09284776902887137,0
2026-03-06 04:00:00+00:00,long,APRUSDT,1.529081651271401,15,0.03091314031180392,-0.00579064587973277,1
2026-03-06 04:00:00+00:00,short,HFTUSDT,0.18326104213673358,-,-0.017823042647994836,-0.00445576066199882,0
2026-03-06 04:00:00+00:00,short,INITUSDT,-0.08896269474672969,-,-0.026004728132387744,-0.007317347742879621,0
2026-03-06 08:00:00+00:00,long,FLOWUSDT,2.2348260062636607,-,-0.01811224489795904,-0.022193877551020313,0
2026-03-06 08:00:00+00:00,long,SIGNUSDT,2.2068364781428054,-,-0.03388810908361739,-0.0457188690595548,0
2026-03-06 08:00:00+00:00,long,UAIUSDT,2.07288668628582,6,0.056913290927351756,-0.03716103113491798,1
2026-03-06 08:00:00+00:00,long,BEATUSDT,1.8291077803202227,7,0.05530832803560082,-0.03305785123966931,1
2026-03-06 08:00:00+00:00,long,APRUSDT,1.400127613185901,-,-0.012789491876944448,-0.03577601106118222,0
2026-03-06 08:00:00+00:00,short,SIGNUSDT,0.2828945212522048,-,-0.03388810908361739,-0.06436735512332081,0
2026-03-06 12:00:00+00:00,long,UAIUSDT,2.249660154636012,2,0.10389610389610393,-0.010136205258156394,1
2026-03-06 12:00:00+00:00,long,BEATUSDT,2.051631797946778,28,0.025903614457831292,-0.05813253012048203,1
2026-03-06 12:00:00+00:00,long,SIGNUSDT,1.6439477056778027,-,0.021378165213781664,-0.0031133250311331517,0
2026-03-06 12:00:00+00:00,long,FLOWUSDT,1.5978536817039914,-,0.008573655494933607,-0.014029618082619044,0
2026-03-06 12:00:00+00:00,long,BANANAS31USDT,1.5614075909441696,1,0.11114893617021271,-0.012085106382978661,1
2026-03-06 12:00:00+00:00,short,HUSDT,2.4321844942851834,2,-0.060387323943661975,-0.0058098591549295975,1
2026-03-06 16:00:00+00:00,long,UAIUSDT,2.3026622039773232,-,0.0163558106169297,-0.04418938307030118,0
2026-03-06 16:00:00+00:00,long,BANANAS31USDT,1.8901910589308455,-,-0.038143382352941235,-0.03952205882352933,0
2026-03-06 16:00:00+00:00,long,SIGNUSDT,1.845025837631794,-,-0.0392196707986181,-0.05954074375126994,0
2026-03-06 16:00:00+00:00,long,BEATUSDT,1.6745414963743008,-,0.012331180270111597,-0.022019964768056344,0
2026-03-06 16:00:00+00:00,long,FLOWUSDT,1.5786812339198748,1,0.13472436888201944,-0.0028335909325090114,1
2026-03-06 16:00:00+00:00,short,ICNTUSDT,2.4619785074680745,-,-0.008807801195344522,-0.007234979553318643,0
2026-03-06 20:00:00+00:00,long,FLOWUSDT,2.3144136303988008,-,,,0
2026-03-06 20:00:00+00:00,long,UAIUSDT,1.8746488183563048,-,,,0
2026-03-06 20:00:00+00:00,long,ANKRUSDT,1.6988985066616131,-,,,0
2026-03-06 20:00:00+00:00,long,BEATUSDT,1.4410375958996038,-,,,0
2026-03-06 20:00:00+00:00,long,SIGNUSDT,1.2876116283170187,-,,,0
2026-03-06 20:00:00+00:00,short,UAIUSDT,0.22282556841810522,-,,,0
2026-03-06 20:00:00+00:00,short,TAKEUSDT,-0.25733360516899106,-,,,0
